date,ticker,side,dollars,strategy
2024-11-30,AAOI,SELL,26.195953034747788,CURRENT_V08
2024-11-30,BE,SELL,15.852228859062848,CURRENT_V08
2024-11-30,RSP,BUY,18.409575335054306,CURRENT_V08
2024-11-30,SGOV,BUY,23.45079213180722,CURRENT_V08
2024-11-30,GLD,BUY,9.321132075226483,CURRENT_V08
2024-11-30,LEU,BUY,10.70265804928192,CURRENT_V08
2024-11-30,QCOM,BUY,29.269458714969936,CURRENT_V08
2024-11-30,FCX,BUY,9.12508153017586,CURRENT_V08
2024-11-30,MU,BUY,31.87673416269044,CURRENT_V08
2024-11-30,NBIS,BUY,11.231513286936625,CURRENT_V08
2024-11-30,NVDA,BUY,42.5280628791929,CURRENT_V08
2024-11-30,ORCL,BUY,12.220062787681734,CURRENT_V08
2024-11-30,GEV,BUY,6.03095061857552,CURRENT_V08
2024-11-30,NET,BUY,5.64883958328506,CURRENT_V08
2024-11-30,MRVL,BUY,8.66119362010095,CURRENT_V08
2024-11-30,VRT,BUY,10.563859578800201,CURRENT_V08
2024-11-30,MP,BUY,6.283128915613197,CURRENT_V08
2024-11-30,LITE,BUY,3.756666541379418,CURRENT_V08
2024-12-31,RSP,BUY,14.998364405150433,CURRENT_V08
2024-12-31,SGOV,BUY,12.905234511661227,CURRENT_V08
2024-12-31,GLD,BUY,5.26863084330396,CURRENT_V08
2024-12-31,LEU,BUY,11.32308268777469,CURRENT_V08
2024-12-31,MP,BUY,11.122731576082035,CURRENT_V08
2024-12-31,BE,BUY,7.898782598015416,CURRENT_V08
2024-12-31,MU,BUY,28.919413955816367,CURRENT_V08
2024-12-31,FCX,BUY,8.233342030687346,CURRENT_V08
2024-12-31,VRT,BUY,12.567021255181317,CURRENT_V08
2024-12-31,AAOI,BUY,12.41315308790395,CURRENT_V08
2024-12-31,ORCL,BUY,12.132944963165919,CURRENT_V08
2024-12-31,LITE,BUY,6.952268315922332,CURRENT_V08
2024-12-31,NVDA,BUY,29.001745041780282,CURRENT_V08
2024-12-31,QCOM,BUY,17.569815376309293,CURRENT_V08
2024-12-31,GEV,BUY,4.403554712156318,CURRENT_V08
2024-12-31,NET,BUY,2.5473485620308907,CURRENT_V08
2024-12-31,PLTR,BUY,0.09975303218583775,CURRENT_V08
2024-12-31,MRVL,BUY,4.987651607279986e-07,CURRENT_V08
2025-01-31,MP,SELL,4.566974077355958,CURRENT_V08
2025-01-31,RSP,BUY,14.400107406275268,CURRENT_V08
2025-01-31,SGOV,BUY,18.81123600133904,CURRENT_V08
2025-01-31,GLD,BUY,5.205313429401087,CURRENT_V08
2025-01-31,AAOI,BUY,23.562208733369417,CURRENT_V08
2025-01-31,NVDA,BUY,52.727940364877725,CURRENT_V08
2025-01-31,FCX,BUY,8.740263314648104,CURRENT_V08
2025-01-31,MRVL,BUY,9.180098630013077,CURRENT_V08
2025-01-31,LITE,BUY,7.907314525491081,CURRENT_V08
2025-01-31,ORCL,BUY,10.82643495378506,CURRENT_V08
2025-01-31,VRT,BUY,10.490919519810546,CURRENT_V08
2025-01-31,PLTR,BUY,5.031774334512956,CURRENT_V08
2025-01-31,BE,BUY,4.486300430292687,CURRENT_V08
2025-01-31,MU,BUY,16.58077179969858,CURRENT_V08
2025-01-31,QCOM,BUY,11.214478677059631,CURRENT_V08
2025-01-31,GEV,BUY,2.7614006007460112,CURRENT_V08
2025-01-31,NBIS,BUY,0.25313708485501074,CURRENT_V08
2025-01-31,LEU,BUY,1.2656854266879236e-06,CURRENT_V08
2025-02-28,RSP,BUY,12.173103757377248,CURRENT_V08
2025-02-28,SGOV,BUY,13.035065862646121,CURRENT_V08
2025-02-28,GLD,BUY,4.352134741995634,CURRENT_V08
2025-02-28,AAOI,BUY,21.346134044672233,CURRENT_V08
2025-02-28,VRT,BUY,19.526858333106425,CURRENT_V08
2025-02-28,MRVL,BUY,15.606849451225557,CURRENT_V08
2025-02-28,LITE,BUY,13.100327851699163,CURRENT_V08
2025-02-28,GEV,BUY,7.199256107850161,CURRENT_V08
2025-02-28,QCOM,BUY,26.222503530482257,CURRENT_V08
2025-02-28,ORCL,BUY,9.753623773552413,CURRENT_V08
2025-02-28,NBIS,BUY,7.358447894426895,CURRENT_V08
2025-02-28,BE,BUY,3.6137184767696553,CURRENT_V08
2025-02-28,MU,BUY,14.229142449528524,CURRENT_V08
2025-02-28,PLTR,BUY,3.2904525592294895,CURRENT_V08
2025-02-28,FCX,BUY,3.945224793431443,CURRENT_V08
2025-02-28,NVDA,BUY,18.373819052186008,CURRENT_V08
2025-02-28,NET,BUY,1.7577921751050667,CURRENT_V08
2025-02-28,LEU,BUY,1.745130890020988,CURRENT_V08
2025-02-28,MP,BUY,1.646809087716811,CURRENT_V08
2025-03-31,RSP,BUY,6.205259386070068,CURRENT_V08
2025-03-31,SGOV,BUY,3.0232453726178363,CURRENT_V08
2025-03-31,NBIS,BUY,20.809596003110833,CURRENT_V08
2025-03-31,MRVL,BUY,19.67523005956169,CURRENT_V08
2025-03-31,LEU,BUY,14.13561635278343,CURRENT_V08
2025-03-31,AAOI,BUY,22.434643025014033,CURRENT_V08
2025-03-31,VRT,BUY,18.561510807051462,CURRENT_V08
2025-03-31,NET,BUY,8.712598979620324,CURRENT_V08
2025-03-31,BE,BUY,7.249032508807527,CURRENT_V08
2025-03-31,ORCL,BUY,12.899654961214665,CURRENT_V08
2025-03-31,NVDA,BUY,34.54043591690825,CURRENT_V08
2025-03-31,LITE,BUY,6.907680638128241,CURRENT_V08
2025-03-31,GEV,BUY,4.1009278547740635,CURRENT_V08
2025-03-31,MU,BUY,14.579099368668665,CURRENT_V08
2025-03-31,QCOM,BUY,5.798742183962709,CURRENT_V08
2025-03-31,PLTR,BUY,2.899371092190961e-05,CURRENT_V08
2025-03-31,MP,BUY,1.4496848166345444e-10,CURRENT_V08
2025-03-31,FCX,BUY,1.7763568394002505e-15,CURRENT_V08
2025-04-30,PLTR,SELL,7.272475312721298,CURRENT_V08
2025-04-30,RSP,BUY,16.693688506649693,CURRENT_V08
2025-04-30,SGOV,BUY,16.008686105975855,CURRENT_V08
2025-04-30,GLD,BUY,1.1294293056458216,CURRENT_V08
2025-04-30,AAOI,BUY,22.00091899464384,CURRENT_V08
2025-04-30,MU,BUY,38.45701636227315,CURRENT_V08
2025-04-30,BE,BUY,7.531078469263164,CURRENT_V08
2025-04-30,LITE,BUY,9.793374365451228,CURRENT_V08
2025-04-30,MRVL,BUY,11.080474792046296,CURRENT_V08
2025-04-30,FCX,BUY,8.223956546348965,CURRENT_V08
2025-04-30,QCOM,BUY,24.441309515791573,CURRENT_V08
2025-04-30,MP,BUY,6.658169684986234,CURRENT_V08
2025-04-30,NVDA,BUY,30.738996105317398,CURRENT_V08
2025-04-30,ORCL,BUY,9.55398809859227,CURRENT_V08
2025-04-30,NET,BUY,2.6096185790934854,CURRENT_V08
2025-04-30,NBIS,BUY,0.295895236646043,CURRENT_V08
2025-04-30,LEU,BUY,1.4794761824532543e-06,CURRENT_V08
2025-05-31,NBIS,SELL,14.969935419421077,CURRENT_V08
2025-05-31,LEU,SELL,23.49729960894036,CURRENT_V08
2025-05-31,RSP,BUY,28.33704404393778,CURRENT_V08
2025-05-31,SGOV,BUY,37.48447173267007,CURRENT_V08
2025-05-31,GLD,BUY,14.252024916949011,CURRENT_V08
